"","LID","License Number","License Type","Status","Licensee","Premises","Premises Address","Premises Mailing Address","Premises Owner","Premises Manager","County","Municipality","Last Issue Date","Expiration Date","lon","lat"
"77","20609","R19894","Restaurant (Liquor)","Active","JOHNNY'S HIDE-A-WAY INC.","JOHNNY'S HIDE-A-WAY INC.","616-618 CALIFORNIA AVE AVALON, PITTSBURGH PA 15202-2429","616-618 CALIFORNIA AVE AVALON, PITTSBURGH PA 15202-2429",NA,"MICHAEL J HENRY","Allegheny County","Avalon","Apr 4,2025","May 31,2026",-80.0687146,40.5014736
"78","83936","R13292","Restaurant (Liquor)","Active","PRIMANTI CORPORATION","PRIMANTI BROS","5491 PENN AVE, PITTSBURGH PA 15206-3453","5491 PENN AVE, PITTSBURGH PA 15206-3453","NICOLAS & PATRINOS PENN LLC","JOSHUA D BOOHER","Allegheny County","Pittsburgh","Mar 20,2025","May 31,2026",-79.9327789,40.4645024
"79","67570","R10058","Restaurant (Liquor)","Active","RANOR CORPORATION","RANOR CORPORATION","1209-1211 E CARSON ST, PITTSBURGH PA 15203-1228","1209-1211 E CARSON ST, PITTSBURGH PA 15203-1228",NA,"TARA BARRETT DEMAURO","Allegheny County","Pittsburgh","Mar 14,2025","May 31,2026",-79.9859142,40.4289593
"80","69292","R8026","Restaurant (Liquor)","Active","THE PITTSBURGH MILLHOUSE LLC","THE PITTSBURGH MILLHOUSE LLC","720 BLAW AVE BLAWNOX, PITTSBURGH PA 15238-3201","720 BLAW AVE BLAWNOX, PITTSBURGH PA 15238-3201",NA,"JENNIFER LANG","Allegheny County","Blawnox","Jun 5,2025","May 31,2026",-79.8626474,40.4924883
"81","126327","R9910","Restaurant (Liquor)","Safekeeping","FRESH INTERNATIONAL PITTSBURGH LLC","FRESH INTERNATIONAL PITTSBURGH","7511 THOMAS BLVD, PITTSBURGH PA 15208-2533","7511 THOMAS BLVD, PITTSBURGH PA 15208-2533","7511 THOMAS PARTNERS, LLC","XIANG WAN","Allegheny County","Pittsburgh","Jun 5,2025","May 31,2026",-79.8946102,40.4497595
"82","117596","R566","Restaurant (Liquor)","Safekeeping","VYBZ LOUNGE LLC","VYBZ RESTAURANT AND LOUNGE","7302 HAMILTON AVE, PITTSBURGH PA 15208","4885 A MCKNIGHT RD #192, PITTSBURGH PA 15237","ALFRED GROUP LLC",NA,"Allegheny County","Pittsburgh","May 16,2025","May 31,2026",-79.8955583,40.4539971
"83","121674","R3644","Restaurant (Liquor)","Safekeeping","AMBOY RESTAURANTS OF PITTSBURGH LLC","AMBOY RESTAURANTS OF PITTSBURGH LLC","400 E OHIO ST, PITTSBURGH PA 15212-5515","327 BARNES ST, PITTSBURGH PA 15221","EAST OHIO CAPITAL LLC","RAFAEL J VENCIO","Allegheny County","Pittsburgh","Apr 1,2025","May 31,2026",-80.0015014,40.4534911
"84","96090","R12461","Restaurant (Liquor)","Safekeeping","MIKE'S BEER BAR LLC","MIKE'S BEER BAR","110 FEDERAL ST, PITTSBURGH PA 15212-5708","110 FEDERAL ST, PITTSBURGH PA 15212-5708","SMITH BROTHERS BOGGS, LP","ALLISON M BARKER","Allegheny County","Pittsburgh","Mar 11,2025","May 31,2026",-80.0039089,40.4480511
"85","125936","R5559","Restaurant (Liquor)","Safekeeping","TOPPOT PITTS LLC","HOT POT & KOREAN BBQ","2829 E CARSON ST, PITTSBURGH PA 15203-5115","2829 E CARSON ST, PITTSBURGH PA 15203-5115","PITTSBURGH – SSW1 NOTE OWNER LLC",NA,"Allegheny County","Pittsburgh","Jun 9,2025","May 31,2026",-79.965039,40.4260967
"86","125705","SO57433","Special Occasion Permit","Active","UNITED LODGES OF WESTERN PA","UNITED LODGES OF WESTERN PA","80 SCHUETZEN PARK RD, PITTSBURGH PA 15209-1337","1020 JEROME ST, PITTSBURGH PA 15220",NA,NA,"Allegheny County","Ross Twp","May 1,2025","Dec 31,2025",-79.9886362,40.5023255
"87","116739","SP53429","Sales Permit","Active","JP JORDAN BEVERAGE INC","JP JORDAN BEVERAGE INC","9529 CHARLEY DR, PITTSBURGH PA 15209-1559","9529 CHARLEY DR, PITTSBURGH PA 15209-1559",NA,NA,"Allegheny County","Shaler Twp","Jun 17,2024","Jun 30,2025",-79.9641322,40.5015743
"88","130280","WAP60517","Wine and Spirits Auction Permit","Active","WESLEY FAMILY SERVICES","WESLEY FAMILY SERVICES","221 PENN AVE, PITTSBURGH PA 15221-2118","615 ALPHA DR STE 250, PITTSBURGH PA 15238-2832",NA,NA,"Allegheny County","Pittsburgh","Mar 7,2025","Oct 27,2025",-79.8926506,40.4470957
"89","130170",NA,"Hotel (Liquor)","Pending","SETTLERS RIDGE PA HOSPITALITY LLC","SETTLERS RIDGE PA HOSPITALITY LLC","5000 CAMPBELLS RUN RD, PITTSBURGH PA 15205-9709","390 PARK ST STE 201, BIRMINGHAM MI 48009-3400",NA,NA,"Allegheny County","Robinson Twp",NA,NA,-80.1504031,40.4385892
"90","129946","R10393","Restaurant (Liquor)","Pending","AI SPORTS BAR LLC","DUKES RIBHOUSE AND GRILL","1910 COCHRAN RD BLDG 4, PITTSBURGH PA 15220-1102","1910 COCHRAN RD BLDG 4, PITTSBURGH PA 15220-1102",NA,NA,"Allegheny County","Scott Twp",NA,"May 31,2026",-80.0627021,40.3941286
"91","115329","AB52573","Alcohol Beverage","Active","PITTSBURGH SPIRITS LLC","PITTSBURGH SPIRITS LLC","2401 SMALLMAN ST, PITTSBURGH PA 15222-4673","2401 SMALLMAN ST, PITTSBURGH PA 15222-4673",NA,NA,"Allegheny County","Pittsburgh","Nov 5,2024","Dec 31,2028",-79.9815013,40.4543702
"92","103983","AE45798","Alcohol Tax-Exempt","Active","UPMC ST MARGARET HOSPITAL","UPMC ST MARGARET HOSPITAL","815 FREEPORT RD, PITTSBURGH PA 15215-3301","815 FREEPORT RD, PITTSBURGH PA 15215-3301",NA,NA,"Allegheny County","Aspinwall","Sep 11,2024","Dec 31,2028",-79.8953629,40.4887568
"93","222","AE596","Alcohol Tax-Exempt","Active","ST. CLAIR MEMORIAL HOSPITAL","ST. CLAIR MEMORIAL HOSPITAL","1000 BOWER HILL RD, PITTSBURGH PA 15243-1899","1000 BOWER HILL RD, PITTSBURGH PA 15243-1899",NA,NA,"Allegheny County","Pittsburgh","Sep 30,2024","Dec 31,2028",-80.0667635,40.3788216
"94","91100","AE36712","Alcohol Tax-Exempt","Active","KRYSTAL BIOTECH INC","BIRMINGHAM TOWERS","2100 WHARTON ST STE 701, PITTSBURGH PA 15203","2100 WHARTON ST STE 701, PITTSBURGH PA 15203",NA,NA,"Allegheny County","Pittsburgh","Nov 14,2024","Dec 31,2028",-79.9753918,40.4300305
"95","90253","AE36123","Alcohol Tax-Exempt","Active","CHATHAM UNIVERSITY","CHATHAM UNIVERSITY","WOODLAND RD, PITTSBURGH PA 15232","WOODLAND RD, PITTSBURGH PA 15232","CHATHAM UNIVERSITY","HANNAH E DILLON","Allegheny County","Pittsburgh","May 6,2025","Dec 31,2028",-79.9234671,40.4476161
"96","109110","AL49485","Limited Distillery","Active","SWEET RUST INDUSTRIES LLC","SWEET RUST INDUSTRIES LLC","3010 SASSAFRAS WAY STE B, PITTSBURGH PA 15201","3010 SASSAFRAS WAY STE B, PITTSBURGH PA 15201","THE BUNCHER COMPANY","AARON J KENDEALL","Allegheny County","Pittsburgh","Dec 24,2024","Dec 31,2025",-79.9709584,40.4577639
"97","114532","AL52517","Limited Distillery","Active","PITTSBURGH SPIRITS LLC","PITTSBURGH SPIRITS LLC","1000 ROSS PARK MALL DR F24, PITTSBURGH PA 15237-3875","1000 ROSS PARK MALL DR F24, PITTSBURGH PA 15237-3875","PENN ROSS JOINT VENTURE","ALEX P MOSER","Allegheny County","Ross Twp","Feb 27,2025","Dec 31,2025",-80.0082504,40.5444084
"98","111771","AN50424","Alcohol Non-Beverage","Active","BIOHAVEN PHARMACEUTICALS INC","BIOHAVEN PHARMACEUTICALS PITTSBURGH","2100 WHARTON ST STE 615, PITTSBURGH PA 15203-1942","215 CHURCH ST, NEW HAVEN CT 06510",NA,NA,"Allegheny County","Pittsburgh","Sep 11,2024","Dec 31,2028",-79.9753919,40.4300305
"99","95553","AR40497","Airport Restaurant (Liquor)","Active","PRIMANTI CORPORATION","PRIMANTI CORPORATION","PITTSBURGH INTERNATIONAL AIRPORT  1000 AIRPORT BLVD  CONCOURSE AIRSIDE  SPACE AC-11 & AC-12, PITTSBURGH PA 15231","PITTSBURGH INTERNATIONAL AIRPORT  1000 AIRPORT BLVD  CONCOURSE AIRSIDE  SPACE AC-11 & AC-12, PITTSBURGH PA 15231","ALLEGHENY COUNTY","JAMES D FOGLE","Allegheny County","Findlay Twp","Mar 24,2025","May 31,2026",-80.2561017,40.495922
"100","36555","C3497","Club (Liquor)","Active","FORT BLACK MEMORIAL ASSOCIATION","FORT BLACK MEMORIAL ASSOCIATION","27 TECUMSEH ST, PITTSBURGH PA 15207","PO BOX 5576, PITTSBURGH PA 15207-0576","FORT BLACK MEMORIAL ASSOCIATION","DONALD PERRUCCI","Allegheny County","Pittsburgh","May 12,2025","May 31,2026",-79.9471249,40.4079012
"101","1405","C2817","Club (Liquor)","Active","ACORN CLUB OF SWISSVALE INC.","ACORN CLUB OF SWISSVALE INC.","7535 ROSLYN ST SWISSVALE, PITTSBURGH PA 15218-2518","7535 ROSLYN ST SWISSVALE, PITTSBURGH PA 15218-2518","ACORN CLUB OF SWISSVALE INC.","JOHN P FAZIO","Allegheny County","Swissvale","Apr 10,2025","May 31,2026",-79.8853413,40.4197751
"102","1690","C3616","Club (Liquor)","Active","CARLTON HORSESHOE CLUB","CARLTON HORSESHOE CLUB","361 42ND ST, PITTSBURGH PA 15201-1764","361 42ND ST, PITTSBURGH PA 15201-1764","CARLTON HORSESHOE CLUB","DAVID DUDKIEWICZ","Allegheny County","Pittsburgh","Apr 3,2025","May 31,2026",-79.9568888,40.4679954
"103","3623","CC4227","Catering Club (Liquor)","Active","WEST VIEW POST NO 2754 VFW INC","WEST VIEW POST NO 2754 VFW INC","386 PERRY HWY WEST VIEW, PITTSBURGH PA 15229-1817","386 PERRY HWY WEST VIEW, PITTSBURGH PA 15229-1817","WEST VIEW POST NO 2754 VFW INC","SHARI MEDFORD","Allegheny County","West View","May 30,2025","May 31,2026",-80.0299172,40.5182745
"104","62064","CRR27","Continuing Care Retirement Community (Liquor)","Active","BAPTIST HOMES SOCIETY","PROVIDENCE POINT","500 PROVIDENCE POINT BLVD, PITTSBURGH PA 15243-1075","500 PROVIDENCE POINT BLVD, PITTSBURGH PA 15243-1075","BAPTIST HOMES SOCIETY","TIMOTHY L MYERS","Allegheny County","Scott Twp","Feb 7,2025","May 31,2026",-80.0877137,40.3768426
"105","49187","D2438","Distributor (Malt)","Active","SCHWENK SALES, INC.","SALUTE DISTRIBUTING","HOLIDAY PARK SHPPG CTR  2348 RTE 286 PLUM, PITTSBURGH PA 15239","HOLIDAY PARK SHPPG CTR  2348 RTE 286 PLUM, PITTSBURGH PA 15239","SAMPSON MORRIS GROUP","LARRY SIMPSON","Allegheny County","Plum","Apr 30,2025","May 31,2026",-79.1217878,40.6334301
"106","29477","D3866","Distributor (Malt)","Active","SAVE-MOR BEER & POP WAREHOUSE, INC","SAVE-MOR BEER & POP WAREHOUSE, INC","4516 BROWNS HILL RD, PITTSBURGH PA 15217-2917","4516 BROWNS HILL RD, PITTSBURGH PA 15217-2917",NA,"STEPHEN KLEIN","Allegheny County","Pittsburgh","Mar 24,2025","May 31,2026",-79.9253916,40.4168324
"107","36670","D2163","Distributor (Malt)","Active","BANKSVILLE BEER, INC.","BANKSVILLE BEER INC","3040 BANKSVILLE RD, PITTSBURGH PA 15216-2718","3040 BANKSVILLE RD, PITTSBURGH PA 15216-2718","STEVE LIADIS","ANDREW J CREED","Allegheny County","Pittsburgh","Feb 4,2025","May 31,2026",-80.0434291,40.4010818
"108","85637","D702","Distributor (Malt)","Active","PAY LIE INC","BEER & BEYOND","494 PITTSBURGH ST, SPRINGDALE PA 15144-1408","494 PITTSBURGH ST, SPRINGDALE PA 15144-1408","JOSEPH E ANSELL","JAMES GASCHLER","Allegheny County","Springdale","Mar 21,2025","May 31,2026",-79.7866075,40.5405924
"109","73250","G652","Brewery","Active","DANCING GNOME LLC","DANCING GNOME LLC","925 MAIN ST, PITTSBURGH PA 15215-2301","BUHL BLDG 5TH FL 204 FIFTH AVE, PITTSBURGH PA 15222-2706",NA,"ANDREW M WITCHEY","Allegheny County","Sharpsburg","Oct 15,2024","Dec 31,2025",-79.9326718,40.494377
"110","89093","G36889","Brewery","Active","2601 BREWING INTERESTS LLC","CINDERLANDS BEER COMPANY","2601 SMALLMAN ST, PITTSBURGH PA 15222","2601 SMALLMAN ST, PITTSBURGH PA 15222","2601 SMALLMAN ASSOCIATES LLC","MATTHEW W COOK","Allegheny County","Pittsburgh","Nov 20,2024","Dec 31,2025",-79.9792772,40.4559218
"111","67915","G489","Brewery","Active","JAMES HENRY LLC","ROUNDABOUT BREWERY","1700 UNIVERSAL RD.  , PITTSBURGH PA 15232","84 HIGH ST, PITTSBURGH PA 15223","ARSENAL CIDER HOUSE & WINE CELLAR INC","STEPHEN SLOAN","Allegheny County","Penn Hills Twp","Nov 7,2024","Dec 31,2025",-79.7983489,40.4669357
"112","66896","G472","Brewery","Active","COSTAR BREWING LLC","COSTAR BREWING LLC","323 BUTLER STREET, PITTSBURGH PA 15223","323 BUTLER STREET, PITTSBURGH PA 15223",NA,"KENNETH J HANNA, JR","Allegheny County","Pittsburgh","Dec 30,2024","Dec 31,2025",-79.944986,40.496117
"113","83090","G32714","Brewery","Active","LCBC LLC","THE LEANING CASK BREWING COMPANY","850 PITTSBURGH ST, SPRINGDALE PA 15144-1623","213 LAWRENCE CRT, GIBSONIA PA 15044-7978","JOSHUA DAVID LIPKE","JOSHUA DAVID LIPKE","Allegheny County","Springdale","Nov 15,2024","Dec 31,2025",-79.7780228,40.5411999
"114","89761","GA35907","Grain Alcohol","Active","CHRISTINA GILLESPIE","CHRISTINA GILLESPIE","1709 HARPSTER ST, PITTSBURGH PA 15212","1709 HARPSTER ST, PITTSBURGH PA 15212",NA,NA,"Allegheny County","Pittsburgh","Oct 2,2017",NA,-79.9831832,40.4647995
"115","111205","GA50035","Grain Alcohol","Active","CRAIG BAILEY","HOME","1515 BIDWELL ST, PITTSBURGH PA 15233","1515 BIDWELL ST, PITTSBURGH PA 15233",NA,NA,"Allegheny County","Pittsburgh","Apr 19,2022","Dec 31,2027",-80.02189,40.4564
"116","91661","GA37217","Grain Alcohol","Active","BENJAMEN REESE","BENJAMEN REESE","220 S PACIFIC AVE #1, PITTSBURGH PA 15224","220 S PACIFIC AVE #1, PITTSBURGH PA 15224",NA,NA,"Allegheny County","Pittsburgh","Mar 13,2018",NA,-79.9404725,40.4633038
"117","91142","GA36843","Grain Alcohol","Active","AARON BROWN","AARON BROWN","31 PONTIAC RD, PITTSBURGH PA 15241","31 PONTIAC RD, PITTSBURGH PA 15241",NA,NA,"Allegheny County","Bethel Park","Feb 6,2018",NA,-80.0532378,40.3372811
"118","110799","GS51470","Brewery Storage","Active","VOODOO BREWING CO INC","VOODOO NORTH SHORE","375 NORTH SHORE DR, PITTSBURGH PA 15212-5866","375 NORTH SHORE DR, PITTSBURGH PA 15212-5866",NA,"RICHARD T SCHMITT","Allegheny County","Pittsburgh","Nov 7,2024","Dec 31,2025",-80.0109586,40.4456653
"119","72732","H6516","Hotel (Liquor)","Active","300 PARK MANOR DRIVE LLC","HILTON GARDEN INN","303 PARK MANOR DR, PITTSBURGH PA 15205","303 PARK MANOR DR, PITTSBURGH PA 15205",NA,"WENDI L HUNTER","Allegheny County","Robinson Twp","Feb 27,2025","May 31,2026",-80.1667264,40.4502611
"120","64819","H6266","Hotel (Liquor)","Active","URGO HOTELS LP AND RLJ III - HGN PITTSBURGH LESSEE LP","URGO HOTELS LP AND RLJ III - HGN PITTSBURGH LESSEE LP","3454 FORBES AVE, PITTSBURGH PA 15213-3213","3454 FORBES AVE, PITTSBURGH PA 15213-3213",NA,"JILL H CURRY","Allegheny County","Pittsburgh","Apr 9,2025","May 31,2026",-79.9594012,40.4394366
"121","121076","H1352","Hotel (Liquor)","Active","THE LAFAYETTE BAR & HOTEL LLC","LAFAYETTE HOTEL","301 S MAIN ST, PITTSBURGH PA 15215-2134","301 S MAIN ST, PITTSBURGH PA 15215-2134","NUT HOUSE PROPERTIES LLC","NICHOLAS J RUNCO","Allegheny County","Sharpsburg","Apr 3,2025","May 31,2026",-80.0317023,40.442048
"122","103824","H46561","Hotel (Liquor)","Active","HRI LODGING LLC","THE INDUSTRIALIST HOTEL","405 WOOD ST, PITTSBURGH PA 15222","405 WOOD ST, PITTSBURGH PA 15222","URBAN PITTSBURGH DOWNTOWN HOTEL COMPANY LLC","NICHOLAS ABRUSCATO","Allegheny County","Pittsburgh","Apr 18,2025","May 31,2026",-80.0014058,40.4395984
"123","116172","H56077","Hotel (Liquor)","Active","CRESCENT HOTELS & RESORTS LLC","PITTSBURGH MARRIOTT CITY CENTER","112 WASHINGTON PLACE, PITTSBURGH PA 15219-3458","10306 EATON PL SUITE 430, FAIRFAX VA 22030","HB Titan Washington Place LLC","JONATHAN L MATHEWS","Allegheny County","Pittsburgh","Mar 25,2025","May 31,2026",-79.992349,40.4395533
"124","103434","I45844","Importer","Active","FERMENTED BEVERAGE LLC","StoreXpress","200 S 22ND ST  UNIT 3N212, PITTSBURGH PA 15203","200 S 22ND ST  UNIT 3N212, PITTSBURGH PA 15203","JEROME & LEONARD FRIEDMAN",NA,"Allegheny County","Pittsburgh","Jul 30,2024","Jun 30,2025",-79.9743666,40.431063
"125","71586","IB4460","Transporter for Hire Class B","Active","MURRAY AVENUE PIZZA LLC","MURRAY AVENUE PIZZA LLC","2006 MURRAY AVE, PITTSBURGH PA 15217-2104","2006 MURRAY AVE, PITTSBURGH PA 15217-2104",NA,NA,"Allegheny County","Pittsburgh","Oct 16,2024","Dec 31,2025",-79.9228623,40.4343599
"126","113886","J52521","Bailee For Hire","Active","PITTSBURGH SPIRITS LLC","PITTSBURGH SPIRITS LLC","1055 SPRING GARDEN AVE, PITTSBURGH PA 15212-4298","1055 SPRING GARDEN AVE, PITTSBURGH PA 15212-4298",NA,NA,"Allegheny County","Pittsburgh","Sep 19,2024","Dec 31,2025",-79.9933994,40.4591921
"127","117490","LK55610","Limited Winery","Active","SHADOBENI LLC","SHADOBENI - TRINIDADIAN VEGAN CUISINE","1534 BRIGHTON RD, PITTSBURGH PA 15212","1124 DAVIS AVE, PITTSBURGH PA 15212","ULRIC JOSEPH","ULRIC JOSEPH","Allegheny County","Pittsburgh","Jan 2,2025","Dec 31,2025",-80.0156868,40.4578275
"128","71244","PAF98","Performing Arts Facility","Active","THE COMMUNITY THEATER PROJECT CORPORATION","KELLY STRAYHORN THEATER","5941 PENN AVE, PITTSBURGH PA 15206-3818","5941 PENN AVE, PITTSBURGH PA 15206-3818",NA,"MELANIE PAGLIA","Allegheny County","Pittsburgh","Apr 2,2025","May 31,2026",-79.9251817,40.4617017
"129","45627","PAF11","Performing Arts Facility","Active","THE CITY THEATRE COMPANY INC","CITY THEATRE COMPANY","1308 BINGHAM ST, PITTSBURGH PA 15203","1308 BINGHAM ST, PITTSBURGH PA 15203",NA,"JAMES MCNEEL","Allegheny County","Pittsburgh","Mar 10,2025","May 31,2026",-79.9849036,40.4292575
"130","45974","R19603","Restaurant (Liquor)","Active","BLAZIN WINGS INC","BUFFALO WILD WINGS GRILL & BAR","3469 WILLIAM PENN HWY, PITTSBURGH PA 15235","3469 WILLIAM PENN HWY, PITTSBURGH PA 15235",NA,"JAMES E FITZGIBBONS JR","Allegheny County","Wilkins Twp","Mar 19,2025","May 31,2026",-79.8097566,40.4307882
"131","52122","R2863","Restaurant (Liquor)","Active","BIRMINGHAM BRIDGE BREWING, INC.","BIRMINGHAM BRIDGE BREWERY & TAVERN","2901 SARAH ST, PITTSBURGH PA 15203-2327","2901 SARAH ST, PITTSBURGH PA 15203-2327",NA,"JAMES F DUNSTAN","Allegheny County","Pittsburgh","Jun 6,2025","May 31,2026",-79.9645519,40.4245138
"132","116734","R259","Restaurant (Liquor)","Active","GEEK CHIC LLC","SPACE BAR","22 MARKET SQ, PITTSBURGH PA 15222-1810","22 MARKET SQ, PITTSBURGH PA 15222-1810","NICHOLAS G NICHOLAS","ELIZABETH B MENZEL","Allegheny County","Pittsburgh","Apr 1,2025","May 31,2026",-80.0029758,40.4412766
"133","32036","R7165","Restaurant (Liquor)","Active","CUPKA CAFE II, INC.","CUPKA CAFE II, INC.","2312-2314 E CARSON ST, PITTSBURGH PA 15203","2312-2314 E CARSON ST, PITTSBURGH PA 15203",NA,"RICHARD CUPKA JR","Allegheny County","Pittsburgh","May 30,2025","May 31,2026",-79.9724205,40.4281252
"134","72435","R19936","Restaurant (Liquor)","Active","TEXAS ROADHOUSE HOLDINGS LLC","TEXAS ROADHOUSE","8650 DUNCAN AVE, PITTSBURGH PA 15237","8650 DUNCAN AVE, PITTSBURGH PA 15237",NA,"ROBYN M CSERIPKO","Allegheny County","Mccandless","Jan 22,2025","May 31,2026",-80.02578,40.562107
"135","113820","R9826","Restaurant (Liquor)","Active","PITTSBURGH SPIRITS LLC","PITTSBURGH SPIRITS LLC","2401 SMALLMAN ST, PITTSBURGH PA 15222-4673","2401 SMALLMAN ST, PITTSBURGH PA 15222-4673","MCMMEM PROPERTIES LP","ALEXANDER A TRASK","Allegheny County","Pittsburgh","Feb 28,2025","May 31,2026",-79.9815013,40.4543702
"136","113067","R8677","Restaurant (Liquor)","Active","GLIMER BROTHERS 2 LLC","LOS INMORTALES","2318 BROADWAY AVE, PITTSBURGH PA 15216-3138","2318 BROADWAY AVE, PITTSBURGH PA 15216-3138","WALTER K CHEONG","GRICELDA B MARTINEZ-MARTINEZ","Allegheny County","Pittsburgh","Jun 4,2025","May 31,2026",-80.0314202,40.4020113
"137","20878","R20251","Restaurant (Liquor)","Active","THE PASTA FACTORY, INC.","DEBLASIO'S","1717 COCHRAN RD, PITTSBURGH PA 15220-1036","1717 COCHRAN RD, PITTSBURGH PA 15220-1036",NA,"LISA DEBLASIO","Allegheny County","Mt Lebanon Twp","Mar 12,2025","May 31,2026",-80.0647544,40.3927367
"138","12688","R7348","Restaurant (Liquor)","Active","APPLE INN, INC.","APPLE INN","2895 W LIBERTY AVE DORMONT, PITTSBURGH PA 15216-2631","2895 W LIBERTY AVE DORMONT, PITTSBURGH PA 15216-2631",NA,"ROBERT MOROSETTI JR","Allegheny County","Dormont","Feb 10,2025","May 31,2026",-80.0342497,40.3948526
"139","64351","R14458","Restaurant (Liquor)","Active","GINO BROS PIZZERIA INC","GINO BROS PIZZERIA","55 APLHA DR WEST, PITTSBURGH PA 15238-1401","55 APLHA DR WEST, PITTSBURGH PA 15238-1401",NA,"ORHAN OZBEY","Allegheny County","Harmar Twp","Mar 10,2025","May 31,2026",-79.8355594,40.5388987
"140","54401","R10262","Restaurant (Liquor)","Active","ROBSON ENTERTAINMENT, LLC","SHADYSIDE HIDEAWAY BAR","227 GREENBRIAR WAY, PITTSBURGH PA 15232-1723","227 GREENBRIAR WAY, PITTSBURGH PA 15232-1723",NA,"JASON W DAVIS","Allegheny County","Pittsburgh","Mar 24,2025","May 31,2026",-79.9256196,40.4579773
"141","91949","R39859","Restaurant (Liquor)","Active","SHEETZ INC","SHEETZ #189","1505 PITTSBURGH ST, CHESWICK PA 15024","1505 PITTSBURGH ST, CHESWICK PA 15024","STEICO INC","STACEY N LANDIS","Allegheny County","Cheswick","Mar 12,2025","May 31,2026",-79.7986824,40.5417075
"142","72448","R16681","Restaurant (Liquor)","Active","CIGAR BAR MOUNT LEBANON LLC","CIGAR BAR MOUNT LEBANON LLC","1500 WASHINGTON RD STOREROOM 1301, PITTSBURGH PA 15228-1651","1500 WASHINGTON RD STOREROOM 1301, PITTSBURGH PA 15228-1651",NA,"ALLA JUCAN","Allegheny County","Mt Lebanon Twp","Apr 18,2025","May 31,2026",-80.051746,40.3570036
"143","27181","R4419","Restaurant (Liquor)","Active","WEST HILLS DEVELOPMENT, INC.","WEST HILLS DEVELOPMENT, INC.","2525 FREEPORT RD, PITTSBURGH PA 15238-1409","2525 FREEPORT RD, PITTSBURGH PA 15238-1409","HARMAR BOWLING ASSOCIATES","ALEX GUNTRUM","Allegheny County","Harmar Twp","Mar 21,2025","May 31,2026",-79.8443722,40.535152
"144","67938","R14546","Restaurant (Liquor)","Active","IMBIBE MANAGEMENT GROUP LLC","IMBIBE MANAGEMENT GROUP LLC","212-214 6TH ST, PITTSBURGH PA 15222-3102","212-214 6TH ST, PITTSBURGH PA 15222-3102","STABILE & ASSOCIATES","KEVIN C KELLEY","Allegheny County","Pittsburgh","Apr 30,2025","May 31,2026",-80.0021536,40.4423697
"145","89514","R8370","Restaurant (Liquor)","Active","PREETIS PITT LLC","PREETIS PITT LLC","2701-2703 PENN AVENUE, PITTSBURGH PA 15222-4711","2701-2703 PENN AVENUE, PITTSBURGH PA 15222-4711",NA,"PREETI K TULI","Allegheny County","Pittsburgh","May 27,2025","May 31,2026",-79.9771746,40.4561977
"146","66236","R8393","Restaurant (Liquor)","Active","MT OLIVER MENS GROUP INC","MT OLIVER MENS GROUP INC","1 AMANDA AVE, PITTSBURGH PA 15210-2182","1 AMANDA AVE, PITTSBURGH PA 15210-2182",NA,"RALPH GROSSMAN","Allegheny County","Pittsburgh","May 29,2025","May 31,2026",-79.9884057,40.4184213
"147","65701","R8861","Restaurant (Liquor)","Active","ANTHONYS COAL FIRED PIZZA OF SETTLERS RIDGE LLC","ANTHONYS COAL FIRED PIZZA","1810 SETTLERS RIDGE CENTER DR, PITTSBURGH PA 15205-1446","1810 SETTLERS RIDGE CENTER DR, PITTSBURGH PA 15205-1446",NA,"ADRIAN A HENSLEY","Allegheny County","Robinson Twp","Feb 25,2025","May 31,2026",-80.1464564,40.438034
"148","102272","R9623","Restaurant (Liquor)","Active","SPEEDWAY LLC","SPEEDWAY #2902","4420 BROWNS HILL RD, PITTSBURGH PA 15217",NA,"SPEEDWAY LLC","ETHELMARIE TUROSIK","Allegheny County","Pittsburgh","Mar 3,2025","May 31,2026",-79.9274197,40.4192993
