LID,License Number,License Type,Status,Licensee,Premises,Premises Address,Premises Mailing Address,Premises Owner,Premises Manager,County,Municipality,Last Issue Date,Expiration Date
45622,C6363,Club (Liquor),Active,MERCERSBURG LODGE 1790 LOYAL ORDER OF MOOSE INC,MERCERSBURG LODGE 1790 LOYAL ORDER OF MOOSE INC,"107 LANDIS DR, MERCERSBURG PA 17236","107 LANDIS DR, MERCERSBURG PA 17236",MERCERSBURG LODGE 1790 LOYAL ORDER OF MOOSE INC,GARY L ZEGER,Franklin County,Mercersburg,"Dec 4,2024","Jan 31,2026"
2802,C6190,Club (Liquor),Active,ARNOT SPORTSMEN ASSOCIATION INC,ARNOT SPORTSMEN ASSOCIATION INC,"167 ELM ST, ARNOT PA 16911","PO BOX 142, ARNOT PA 16911-0142",TRUSTEES OF ARNOT SPORTSMEN ASSOCIATION INC,JAMES H ROUTE JR,Tioga County,Bloss Twp,"Aug 1,2024","Sep 30,2025"
1651,C3504,Club (Liquor),Active,LOYAL ORDER OF MOOSE LODGE NO. 1358,LOYAL ORDER OF MOOSE LODGE NO. 1358,"138 1ST AVE, SUTERSVILLE PA 15083","PO BOX 393, SUTERSVILLE PA 15083-0393",LOYAL ORDER OF MOOSE LODGE NO. 1358,R SCOTT HOWELL,Westmoreland County,SUTERSVILLE,"Apr 29,2024","Jun 30,2025"
36349,C1346,Club (Liquor),Active,"GOOD WILL FIRE COMPANY NO.4 OF POTTSVILLE, PA","GOOD WILL FIRE COMPANY NO.4 OF POTTSVILLE, PA","114 NICHOLS ST, POTTSVILLE PA 17901-1739","114 NICHOLS ST, POTTSVILLE PA 17901-1739","GOOD WILL FIRE COMPANY NO.4 OF POTTSVILLE, PA",AARON M KALOCHIE,Schuylkill County,Pottsville,"Jan 16,2025","Mar 31,2026"
1116,C1919,Club (Liquor),Active,NATIONAL POLISH ALLIANCE OF PORTAGE TWP.,NATIONAL POLISH ALLIANCE OF PORTAGE TWP.,"114 PENN AVE, PORTAGE PA 15946","114 PENN AVE, PORTAGE PA 15946",NATIONAL POLISH ALLIANCE OF PORTAGE TWP.,GARRETT L SWEENEY,Cambria County,Portage Twp,"Dec 5,2024","Jan 31,2026"
2218,C4843,Club (Liquor),Active,AMERICAN LEGION HOME ASSN. POST 699 NUREMBERG PA,AMERICAN LEGION HOME ASSN. POST 699 NUREMBERG PA,"214  HAZEL ST, NUREMBERG PA 18241","PO BOX 158, NUREMBERG PA 18241-0158",AMERICAN LEGION HOME ASSN. POST 699 NUREMBERG PA,ALLEN WHITENIGHT,Luzerne County,Black Creek Twp,"Aug 20,2024","Aug 31,2025"
2425,C5252,Club (Liquor),Active,THE LENNI ATHLETIC CLUB,THE LENNI ATHLETIC CLUB,"237 LUNGREN RD, LENNI PA 19052","237 LUNGREN RD, LENNI PA 19052",THE LENNI ATHLETIC CLUB,THOMAS G MOHLER,Delaware County,Middletown Twp,"Sep 16,2024","Nov 30,2025"
979,C1503,Club (Liquor),Active,BELLE VERNON LODGE NO. 209 LOYAL ORDER OF MOOSE,BELLE VERNON LODGE NO. 209 LOYAL ORDER OF MOOSE,"1026 BROAD AVE, ROSTRAVER TWP PA 15012-1704","1026 BROAD AVE, ROSTRAVER TWP PA 15012-1704",BELLE VERNON LODGE NO. 209 LOYAL ORDER OF MOOSE,GARY M ROZIK,Westmoreland County,ROSTRAVER TWP,"Apr 18,2024","Jun 30,2025"
2386,C5159,Club (Liquor),Active,"FORT MCCLURE HOME ASSN V. F. W. NO. 804, INC.","FORT MCCLURE HOME ASSN V. F. W. NO. 804, INC.","1258 MILLVILLE RD, BLOOMSBURG PA 17815","1258 MILLVILLE RD, BLOOMSBURG PA 17815","FORT MCCLURE HOME ASSN V. F. W. NO. 804, INC.",TARA HUMMER,Columbia County,Hemlock Twp,"Jul 2,2024","Aug 31,2025"
2452,C5318,Club (Liquor),Active,HOME OF U CHICHESTER MEMORIAL POST 951 AMERICAN LEGION,HOME OF U CHICHESTER MEMORIAL POST 951 AMERICAN LEGION,"2638 OGDEN AVE, BOOTHWYN PA 19061-2425","2638 OGDEN AVE, BOOTHWYN PA 19061-2425",HOME OF U CHICHESTER MEMORIAL POST 951 AMERICAN LEGION,MEGAN KELLER,Delaware County,Upper Chichester Twp,"Nov 27,2024","Nov 30,2025"
1491,C3058,Club (Liquor),Active,I B P O E OF THE WORLD LEONARD C. IRVIN LODGE 994,I B P O E OF THE WORLD LEONARD C. IRVIN LODGE 994,"5034 LANCASTER AVE, PHILADELPHIA PA 19131-4520","5034 LANCASTER AVE, PHILADELPHIA PA 19131-4520",I B P O E OF THE WORLD LEONARD C. IRVIN LODGE 994,SHARNELL PLEASANT,Philadelphia County,Philadelphia City,"Oct 31,2024","Oct 31,2025"
1468,C2998,Club (Liquor),Active,PLAYS & PLAYERS CLUB,PLAYS & PLAYERS CLUB,"1714-16 DELANCEY ST, PHILADELPHIA PA 19103","1714-16 DELANCEY ST, PHILADELPHIA PA 19103",PLAYS & PLAYERS CLUB,LINDA J GRYN,Philadelphia County,Philadelphia City,"Aug 7,2024","Oct 31,2025"
1140,C2011,Club (Liquor),Active,WILLIAM D. OXLEY POST NO 133 AMERICAN LEGION,WILLIAM D. OXLEY POST NO 133 AMERICAN LEGION,"NW COR TORRESDALE AVE & DECATUR ST, PHILADELPHIA PA 19136","NW COR TORRESDALE AVE & DECATUR ST, PHILADELPHIA PA 19136",WILLIAM D. OXLEY POST NO 133 AMERICAN LEGION,MICHELLE TEESDALE,Philadelphia County,Philadelphia City,"Aug 8,2024","Oct 31,2025"
827,C1106,Club (Liquor),Active,POLISH AMERICAN CITIZENS CLUB OF FRANKFORD,POLISH AMERICAN CITIZENS CLUB OF FRANKFORD,"2404 ORTHODOX ST, PHILADELPHIA PA 19137-1118","2404 ORTHODOX ST, PHILADELPHIA PA 19137-1118",POLISH AMERICAN CITIZENS CLUB OF FRANKFORD,JASON DEVLIN,Philadelphia County,Philadelphia City,"Aug 13,2024","Oct 31,2025"
962,C1473,Club (Liquor),Active,SOKOL CITIZENS CLUB,SOKOL CITIZENS CLUB,"150 W RAILROAD ST, NESQUEHONING PA 18240-1517","150 W RAILROAD ST, NESQUEHONING PA 18240-1517",SOKOL CITIZENS CLUB,RANDY A REESE,Carbon County,Nesquehoning,"May 29,2024","Aug 31,2025"
667,C658,Club (Liquor),Active,AMERICAN LEGION BRIDESBURG POST NO. 821,AMERICAN LEGION BRIDESBURG POST NO. 821,"4404 SALMON ST, PHILADELPHIA PA 19137-1607","4404 SALMON ST, PHILADELPHIA PA 19137-1607",AMERICAN LEGION BRIDESBURG POST NO. 821,GARY P ROMAN,Philadelphia County,Philadelphia City,"Aug 22,2024","Oct 31,2025"
1780,C3866,Club (Liquor),Active,PHILADELPHIA FIRE OFFICERS UNION,PHILADELPHIA FIRE OFFICERS UNION,"2500-02 LEFEVRE ST, PHILADELPHIA PA 19137","2500-02 LEFEVRE ST, PHILADELPHIA PA 19137",PHILADELPHIA FIRE OFFICERS UNION,CHARLES FULMER,Philadelphia County,Philadelphia City,"Aug 7,2024","Oct 31,2025"
1487,C3044,Club (Liquor),Active,SOCIETA DI MUTUO SOCCORSO MESSINA & PROVINCIA,SOCIETA DI MUTUO SOCCORSO MESSINA & PROVINCIA,"1533 S 10TH ST, PHILADELPHIA PA 19147-6328","1533 S 10TH ST, PHILADELPHIA PA 19147-6328",,WALTER E  CICHONSKI,Philadelphia County,Philadelphia City,"Aug 19,2024","Oct 31,2025"
534,C263,Club (Liquor),Active,CHARLES P MCMENAMY POST NO 178 AMERICAN LEGION,CHARLES P MCMENAMY POST NO 178 AMERICAN LEGION,"8041-43 FRANKFORD AVE, PHILADELPHIA PA 19136","8041-43 FRANKFORD AVE, PHILADELPHIA PA 19136",CHARLES P MCMENAMY POST NO 178 AMERICAN LEGION,JOSEPH S SKOTARCZA,Philadelphia County,Philadelphia City,"Sep 5,2024","Oct 31,2025"
1413,C2832,Club (Liquor),Active,SLOVAK LITERARY & SOCIAL CLUB OF HOSTETTER,SLOVAK LITERARY & SOCIAL CLUB OF HOSTETTER,"PO BOX 206, HOSTETTER PA 15638-0206","PO BOX 206, HOSTETTER PA 15638-0206",SLOVAK LITERARY & SOCIAL CLUB OF HOSTETTER,MICHELLE ANSELL,Westmoreland County,UNITY TWP,"Dec 24,2024","Jun 30,2025"
1691,C3623,Club (Liquor),Active,YOUNG MENS DEMOCRATIC ASSN. OF BERKS COUNTY,YOUNG MENS DEMOCRATIC ASSN. OF BERKS COUNTY,"550 N 11TH ST  , READING PA 19612","PO Box 12466, READING PA 19612-2466",YOUNG MENS DEMOCRATIC ASSN. OF BERKS COUNTY,LARRY J KLINE,Berks County,Reading,"Jun 5,2025","Mar 31,2026"
806,C1060,Club (Liquor),Active,FRATERNITE MUTUELLE,FRATERNITE MUTUELLE,"527 DUQUESNE AVE, CANONSBURG PA 15317-2135","527 DUQUESNE AVE, CANONSBURG PA 15317-2135",FRATERNITE MUTUELLE SOCIETY,DAWN M KOCH,Washington County,CANONSBURG,"Jul 3,2024","Jun 30,2025"
1192,C2179,Club (Liquor),Active,"SOCIETA DI MUTUO SOCCORSO, E BENEFICENZA, GABRIELE D'ANNUNZIO DI PITCAIRN, PENNSYLVANIA","SOCIETA DI MUTUO SOCCORSO, E BENEFICENZA, GABRIELE D'ANNUNZIO DI PITCAIRN, PENNSYLVANIA","620 8TH ST, PITCAIRN PA 15140-1213","620 8TH ST, PITCAIRN PA 15140-1213","SOCIETA DI MUTUO SOCCORSO, E BENEFICENZA, GABRIELE D'ANNUNZIO DI PITCAIRN, PENNSYLVANIA",NICHOLAS J PIZZUTO,Allegheny County,Pitcairn,"Jun 3,2025","May 31,2026"
1019,C1617,Club (Liquor),Active,POLISH AMERICAN FIRE CO. NO. 4,POLISH AMERICAN FIRE CO. NO. 4,"115-119 W CENTRE ST, SHENANDOAH PA 17976-1606","115-119 W CENTRE ST, SHENANDOAH PA 17976-1606",POLISH AMERICAN FIRE CO. NO. 4,LEO J PIETKIEWICZ,Schuylkill County,Shenandoah,"Jan 24,2025","Mar 31,2026"
1867,C4060,Club (Liquor),Active,BRENNAN-REGAN POST NO. 585 HOME ASSN.,BRENNAN-REGAN POST NO. 585 HOME ASSN.,"329 MAIN ST, DURYEA PA 18642-1026","329 MAIN ST, DURYEA PA 18642-1026",BRENNAN-REGAN POST NO. 585 HOME ASSN.,NICOLE VIVADA,Luzerne County,Duryea,"Jun 7,2024","Aug 31,2025"
2267,C4935,Club (Liquor),Active,NATALIE FIRE COMPANY NO. 1,NATALIE FIRE COMPANY NO. 1,"135 N CENTER ST, MT CARMEL PA 17851-2591","135 N CENTER ST, MT CARMEL PA 17851-2591",NATALIE FIRE COMPANY NO. 1,ANGEL BURACZESKI,Northumberland County,Mt Carmel Twp,"Jan 28,2025","Mar 31,2026"
2777,C6147,Club (Liquor),Active,EUREKA 42 CITIZENS CLUB,EUREKA 42 CITIZENS CLUB,"119 CLUB RD, WINDBER PA 15963-9802","119 CLUB RD, WINDBER PA 15963-9802",EUREKA 42 CITIZENS CLUB,DAVID J HARTEIS,Cambria County,Adams Twp,"Dec 11,2024","Jan 31,2026"
835,C1134,Club (Liquor),Active,THE CARLISLE CLUB,THE CARLISLE CLUB,"18-20 E HIGH ST, CARLISLE PA 17013","18-20 E HIGH ST, CARLISLE PA 17013",THE CARLISLE CLUB,JAMES NOEL III,Cumberland County,Carlisle,"Nov 13,2024","Jan 31,2026"
1046,C1689,Club (Liquor),Active,FREE POLAND SOCIETY BRANCH 832,FREE POLAND SOCIETY BRANCH 832,"153 BENSHOFF ST, JOHNSTOWN PA 15906-2614","153 BENSHOFF ST, JOHNSTOWN PA 15906-2614",FREE POLAND SOCIETY BRANCH 832,BENJAMIN J RESSLER,Cambria County,Johnstown,"Nov 14,2024","Jan 31,2026"
3855,CC5229,Catering Club (Liquor),Active,NORTH HARRISBURG WAR VETERANS HOME ASSN. INC.,NORTH HARRISBURG WAR VETERANS HOME ASSN. INC.,"225 GREENAWALT LN, HARRISBURG PA 17110-1550","225 GREENAWALT LN, HARRISBURG PA 17110-1550",NORTH HARRISBURG WAR VETERANS HOME ASSN. INC.,STACY L HEINEMAN,Dauphin County,Susquehanna Twp,"Jan 3,2025","Feb 28,2026"
41534,CC6327,Catering Club (Liquor),Active,PINE GROVE HOSE HOOK & LADDER CO. NO. 1,PINE GROVE HOSE HOOK & LADDER CO. NO. 1,"1 ORCHARD ST, PINE GROVE PA 17963-1130","1 ORCHARD ST, PINE GROVE PA 17963-1130",PINE GROVE HOSE HOOK & LADDER CO. NO. 1,CARL STUMP,Schuylkill County,Pine Grove,"Jan 7,2025","Mar 31,2026"
964,CC44457,Catering Club (Liquor),Active,MORNINGSIDE POST NO. 3945 VFW INC,VETERANS OF FOREIGN WARS INC. MORNINGSIDE POST NO. 3945,"1820-22 MORNINGSIDE AVE, PITTSBURGH PA 15206","1820-22 MORNINGSIDE AVE, PITTSBURGH PA 15206",MORNINGSIDE POST NO. 3945 VFW INC,JAMES B FLAHERTY,Allegheny County,Pittsburgh,"May 14,2025","May 31,2026"
3893,CC5324,Catering Club (Liquor),Active,HICKORY VETERANS OF FOREIGN WARS POST NO. 6166 HOME CORPORATION,HICKORY VETERANS OF FOREIGN WARS POST NO. 6166 HOME CORPORATION,"5550 E STATE ST, HERMITAGE PA 16148-9439","5550 E STATE ST, HERMITAGE PA 16148-9439",HICKORY VETERANS OF FOREIGN WARS POST NO. 6166 HOME CORPORATION,WENDY A DONNER,Mercer County,Hermitage,"Jul 24,2024","Jul 31,2025"
2869,CC199,Catering Club (Liquor),Active,HAZLETON LODGE NO. 200 B. P. O. ELKS,HAZLETON LODGE NO. 200 B. P. O. ELKS,"635 E BROAD ST, HAZLETON PA 18201-6832","635 E BROAD ST, HAZLETON PA 18201-6832",HAZLETON LODGE NO. 200 B. P. O. ELKS,MARIA A PEDRIANI,Luzerne County,Hazleton,"Sep 18,2024","Aug 31,2025"
122243,CC5145,Catering Club (Liquor),Active,"HOME ASSOCIATION TO DUANE BORING POST NO. 9310, VETERANS OF FOREIGN WARS OF THE UNITED STATES",DUANE BORING POST NO 9310,"60 CAROLINE ST, ROBINSON PA 15949-","PO BOX 202, ROBINSON PA 15949-0202",DUANE BORING POST NO. 9310 VETERANS OF FOREIGN WARS OF US INC,MICHAEL L POTTS,Indiana County,West Wheatfield Twp,"Jul 9,2024","Jun 30,2025"
2980,CC561,Catering Club (Liquor),Active,POLISH CITIZENS CLUB OF DUBOIS INC.,POLISH CITIZENS CLUB OF DUBOIS INC.,"724 W WASHINGTON AVE, DUBOIS PA 15801-1640","724 W WASHINGTON AVE, DUBOIS PA 15801-1640",POLISH CITIZENS CLUB OF DUBOIS INC.,LORIANN STRIEGEL,Clearfield County,Dubois,"Jan 29,2025","Jan 31,2026"
38624,CC6083,Catering Club (Liquor),Active,FRATERNAL ORDER OF EAGLES NO 3807,FRATERNAL ORDER OF EAGLES NO 3807,"81 STONEHOUSE RD, CLARION PA 16214-9712","81 STONEHOUSE RD, CLARION PA 16214-9712",FRATERNAL ORDER OF EAGLES NO 3807,STEFANIE SCHIMP,Clarion County,Clarion Twp,"Apr 9,2024","Jul 31,2025"
3674,CC4437,Catering Club (Liquor),Active,LEBARON POST HOME ASSN.,LEBARON POST HOME ASSN.,"9225 RTE 6, UNION CITY PA 16438-1325","9225 RTE 6, UNION CITY PA 16438-1325",LEBARON POST HOME ASSN.,KERRI-LYNN SITTER,Erie County,Union City,"Jul 19,2024","Jul 31,2025"
3973,CC5539,Catering Club (Liquor),Active,BENEVOLENT AND PROTECTIVE ORDER OF ELKS EPHRATA-READING LODGE #115,BENEVOLENT AND PROTECTIVE ORDER OF ELKS EPHRATA-READING LODGE #115,"170 AKRON RD, EPHRATA PA 17522-0322","170 AKRON RD PO BOX 322, EPHRATA PA 17522-0322",TODD E ERB,SHAWN BEAR,Lancaster County,Ephrata,"Jan 8,2025","Feb 28,2026"
3591,CC4096,Catering Club (Liquor),Active,GOOD WILL HOSE CO. OF CUMBOLA,GOOD WILL HOSE CO. OF CUMBOLA,"WATER ST, CUMBOLA PA 17930","WATER ST, CUMBOLA PA 17930",GOOD WILL HOSE CO. OF CUMBOLA,MIKE LORENCE,Schuylkill County,Blythe Twp,"Dec 17,2024","Mar 31,2026"
3491,CC55654,Catering Club (Liquor),Active,STONY CREEK ATHLETIC ASSN.,STONY CREEK ATHLETIC ASSN.,"ANTIETAM RD STONY CREEK MILLS, READING PA 19606-9662","ANTIETAM RD STONY CREEK MILLS, READING PA 19606-9662",STONY CREEK ATHLETIC ASSN.,ADELE BUSSIERE,Berks County,Exeter Twp,"Apr 21,2025","Mar 31,2026"
3376,CC2978,Catering Club (Liquor),Active,MILTON LEGION HOME ASSOCIATION,MILTON LEGION HOME ASSOCIATION,"401 N FRONT ST, MILTON PA 17847-1309","401 N FRONT ST, MILTON PA 17847-1309",MILTON LEGION HOME ASSOCIATION,BILLIE LIDDINGTON,Northumberland County,Milton,"Apr 8,2025","Mar 31,2026"
66862,CC5942,Catering Club (Liquor),Active,SAXONBURG VFW HOME ASSOCIATION,SAXONBURG VFW HOME ASSOCIATION,"572 WEST MAIN ST, SAXONBURG PA 16056-9342","572 WEST MAIN ST, SAXONBURG PA 16056-9342",SAXONBURG VFW HOME ASSOCIATION,MARY E SLEIGHER,Butler County,Jefferson Twp,"May 13,2024","Jun 30,2025"
1729,CC3728,Catering Club (Liquor),Active,HUB CITY CLUB,HUB CITY CLUB,"34 S EARL ST, SHIPPENSBURG PA 17257-1804","34 S EARL ST, SHIPPENSBURG PA 17257-1804",HUB CITY CLUB,JEFFREY A MEAD,Cumberland County,Shippensburg Borough,"Jan 8,2025","Jan 31,2026"
3146,CC1453,Catering Club (Liquor),Active,"HARMONIE SINGING SOCIETY, INC.","HARMONIE SINGING SOCIETY, INC.","87 SUPPES AVE, JOHNSTOWN PA 15905-4135","87 SUPPES AVE, JOHNSTOWN PA 15905-4135","HARMONIE SINGING SOCIETY, INC.",JOHN SWEENEY JR,Cambria County,Johnstown,"Nov 25,2024","Jan 31,2026"
4089,CC5764,Catering Club (Liquor),Active,"VETERANS OF FOREIGN WARS POST 7250, HOME ASSOCIATION OF CONFLUENCE PENNSYLVANIA","VETERANS OF FOREIGN WARS POST 7250, HOME ASSOCIATION OF CONFLUENCE PENNSYLVANIA","901 ODEN ST, CONFLUENCE PA 15424-9706","901 ODEN ST, CONFLUENCE PA 15424-9706","VETERANS OF FOREIGN WARS POST 7250, HOME ASSOCIATION OF CONFLUENCE PENNSYLVANIA",KIMBERLY K WOODS,Somerset County,Confluence,"Nov 12,2024","Jan 31,2026"
890,CC1296,Catering Club (Liquor),Active,THE SLOVAK-AMERICAN CITIZENS CLUB OF BARNESBORO,THE SLOVAK-AMERICAN CITIZENS CLUB OF BARNESBORO,"700 PHILADELPHIA AVE, NORTHERN CAMBRIA PA 15714-1365","700 PHILADELPHIA AVE, NORTHERN CAMBRIA PA 15714-1365",THE SLOVAK-AMERICAN CITIZENS CLUB OF BARNESBORO,BARBARA A ABRAMS,Cambria County,Northern Cambria,"Nov 27,2024","Jan 31,2026"
3751,CC4816,Catering Club (Liquor),Active,BLUE JUNIATA VETERANS HOME ASSOCIATION,BLUE JUNIATA VETERANS HOME ASSOCIATION,"14646 CROGHAN PIKE, MOUNT UNION PA 17066","14646 CROGHAN PIKE, MOUNT UNION PA 17066",BLUE JUNIATA VETERANS HOME ASSOCIATION,JODY J CAMPBELL,Huntingdon County,Shirley Twp,"Feb 13,2025","Jan 31,2026"
3013,CC719,Catering Club (Liquor),Active,BATH CHEMICAL ENGINE & HOSE CO. NO. 1 INC.,BATH CHEMICAL ENGINE & HOSE CO. NO. 1 INC.,"135 S WALNUT ST, BATH PA 18014","135 S WALNUT ST, BATH PA 18014",BATH CHEMICAL ENGINE & HOSE CO. NO. 1 INC.,LYDIA M RUEGG,Northampton County,Bath,"Jan 17,2025","Apr 30,2026"
3720,CC4688,Catering Club (Liquor),Active,BRACKENRIDGE LEGION HOME ASSN.,BRACKENRIDGE LEGION HOME ASSN.,"845 FIRST AVE, BRACKENRIDGE PA 15014-1410","845 FIRST AVE, BRACKENRIDGE PA 15014-1410",BRACKENRIDGE LEGION HOME ASSN.,CHARLES E MARTIN,Allegheny County,Brackenridge,"Mar 5,2025","May 31,2026"
3230,CC1987,Catering Club (Liquor),Active,ENGINEERS' SOCIETY OF WESTERN PENNSYLVANIA,ENGINEERS' SOCIETY OF WESTERN PENNSYLVANIA,"337 FOURTH AVE, PITTSBURGH PA 15222-2095","337 FOURTH AVE, PITTSBURGH PA 15222-2095",ENGINEERS' SOCIETY OF WESTERN PENNSYLVANIA,DAVID TEORSKY,Allegheny County,Pittsburgh,"Mar 26,2025","May 31,2026"
1686,CC3606,Catering Club (Liquor),Active,GEORGE WASHINGTON CARVER POST HOME ASSOCIATION,GEORGE WASHINGTON CARVER POST HOME ASSOCIATION,"237-241 N 3RD ST, READING PA 19601-3212","237-241 N 3RD ST, READING PA 19601-3212",GEORGE WASHINGTON CARVER POST HOME ASSOCIATION,KERRY BURFORD,Berks County,Reading,"Mar 26,2025","Mar 31,2026"
3072,CC1003,Catering Club (Liquor),Active,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA 663 LEWISTOWN,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA 663 LEWISTOWN,"229 W THIRD ST, LEWISTOWN PA 17044-2004","PO Box 106, LEWISTOWN PA 17044-0106",BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA 663 LEWISTOWN,DARREN P CURRY,Mifflin County,Lewistown,"Feb 5,2025","Feb 28,2026"
73226,CC3433,Catering Club (Liquor),Active,MT PLEASANT FIRE COMPANY SOCIAL QUARTERS INC,MT PLEASANT FIRE COMPANY SOCIAL QUARTERS INC,"5664 MT PLEASANT RD, BERNVILLE PA 19506-9803","525 S 8TH ST PO BOX 49, LEBANON PA 17042-0049",MT PLEASANT FIRE COMPANY SOCIAL QUARTERS INC,RICHARD BURKEY,Berks County,Penn Twp,"Jan 28,2025","Mar 31,2026"
3295,CC2463,Catering Club (Liquor),Active,THE WYOMING VALLEY COUNTRY CLUB,THE WYOMING VALLEY COUNTRY CLUB,"1695 S MAIN ST, WILKES BARRE PA 18703","PO BOX 996, WILKES BARRE PA 18703-0996",THE WYOMING VALLEY COUNTRY CLUB,JENNIFER D MANG,Luzerne County,Hanover Twp,"Jul 11,2024","Aug 31,2025"
3123,CC1329,Catering Club (Liquor),Active,NORRISTOWN MAENNERCHOR,NORRISTOWN MAENNERCHOR,"920 HAWS AVE, NORRISTOWN PA 19401-3738","920 HAWS AVE, NORRISTOWN PA 19401-3738",NORRISTOWN MAENNERCHOR,JAMES M MCMONIGLE,Montgomery County,Norristown,"May 2,2025","Apr 30,2026"
2568,CC5632,Catering Club (Liquor),Active,"JAMESTOWN VOL. FIREMAN'S ASSN., INC.","JAMESTOWN VOL. FIREMAN'S ASSN., INC.","501 DENVER ST, JAMESTOWN PA 16134","PO BOX 13, JAMESTOWN PA 16134-0013","JAMESTOWN VOL. FIREMAN'S ASSN., INC.",MARY ANNE STRALKO,Mercer County,Jamestown,"Apr 29,2024","Jul 31,2025"
2804,CC6194,Catering Club (Liquor),Active,"BLUE RIDGE SPORTSMEN'S ASSOCIATION, INC.","BLUE RIDGE SPORTSMEN'S ASSOCIATION, INC.","3030 WAYNESBORO PK, FAIRFIELD PA 17320-9709","3030 WAYNESBORO PK, FAIRFIELD PA 17320-9709","BLUE RIDGE SPORTSMEN'S ASSOCIATION, INC.",ANNE L WOLFE,Adams County,Liberty Twp,"Feb 20,2025","Feb 28,2026"
4008,CC5617,Catering Club (Liquor),Active,WINDBER COUNTRY CLUB,WINDBER COUNTRY CLUB,"1392 FOREST HILLS DR, SALIX PA 15952","1392 FOREST HILLS DR, SALIX PA 15952",WINDBER COUNTRY CLUB,DEREK TYSON,Cambria County,Adams Twp,"Dec 2,2024","Jan 31,2026"
3034,CC813,Catering Club (Liquor),Active,EMAUS FIRE CO. NO. 1 INC.,EMAUS FIRE CO. NO. 1 INC.,"50 S 6TH ST, EMMAUS PA 18049-3719","50 S 6TH ST, EMMAUS PA 18049-3719",EMAUS FIRE CO. NO. 1 INC.,ANDREW SCHMICK,Lehigh County,Emmaus,"Mar 27,2025","Apr 30,2026"
49141,CC3462,Catering Club (Liquor),Active,"LT. ARCHIE W. THOMPSON CANTEEN POST 264 VFW, INC.","LT. ARCHIE W. THOMPSON CANTEEN POST 264 VFW, INC.","1151 MEAD AVE, CORRY PA 16407-0154","1151 MEAD AVE, CORRY PA 16407-0154","LT. ARCHIE W. THOMPSON CANTEEN POST 264 VFW, INC.",ADRIAN A BARESSI,Erie County,Corry,"May 20,2024","Jul 31,2025"
3393,CC3084,Catering Club (Liquor),Active,V. F. W. OF LITITZ PA. INC. LITITZ SPRINGS POST 1463,V. F. W. OF LITITZ PA. INC. LITITZ SPRINGS POST 1463,"14 N SPRUCE ST, LITITZ PA 17543-1409","14 N SPRUCE ST, LITITZ PA 17543-1409",V. F. W. OF LITITZ PA. INC. LITITZ SPRINGS POST 1463,VANESSA SYLTE,Lancaster County,Lititz,"Jan 7,2025","Feb 28,2026"
3429,CC3304,Catering Club (Liquor),Active,ORDINE FIGLI D'ITALIA LOGGIA TRIONFO ITALICO NO. 1171,ORDINE FIGLI D'ITALIA LOGGIA TRIONFO ITALICO NO. 1171,"905 S MILL ST, NEW CASTLE PA 16101-4626","905 S MILL ST, NEW CASTLE PA 16101-4626",ORDINE FIGLI D'ITALIA LOGGIA TRIONFO ITALICO NO. 1171,RICHARD D MANGINO,Lawrence County,New Castle,"May 21,2024","Jun 30,2025"
128142,CC6067,Catering Club (Liquor),Active,VFW POST 5207 CANTEEN INC,VFW POST 5207 CANTEEN INC,"257 DALEVILLE HWY, COVINGTON TWP PA 18444-9228","257 DALEVILLE HWY, COVINGTON TWP PA 18444-9228",JOHN J. MICHAELS MEMORIAL POST 5207 VETERANS OF FOREIGN WARS OF THE UNITED STATES,EDWIN J QUINN JR,Lackawanna County,Covington Twp,"Feb 21,2025","Sep 30,2025"
2917,CC327,Catering Club (Liquor),Active,POST NO. 34 HOME ASSN. INC.,POST NO. 34 HOME ASSN. INC.,"1388 ARCADIA RD, LANCASTER PA 17604-4052","1388 ARCADIA RD, LANCASTER PA 17604-4052",POST NO. 34 HOME ASSN. INC.,ROBIN CAFFEY,Lancaster County,Lancaster,"Nov 7,2024","Feb 28,2026"
43262,CC6338,Catering Club (Liquor),Active,SALTSBURG VOLUNTEER FIRE DEPARTMENT,SALTSBURG VOLUNTEER FIRE DEPARTMENT,"313 SALT ST, SALTSBURG PA 15681-1122","313 SALT ST, SALTSBURG PA 15681-1122",SALTSBURG VOLUNTEER FIRE DEPARTMENT,WILLIAM E MCCLELLAND,Indiana County,Saltsburg,"May 29,2024","Jun 30,2025"
53766,CC5876,Catering Club (Liquor),Active,JAMES D. BOWERS MEMORIAL POST #169 CANTEEN/HOME ASSOCIATION INC. VETERANS OF FOREIGN WARS OF THE U.S,JAMES D. BOWERS MEMORIAL POST #169 CANTEEN/HOME ASSOCIATION INC. VETERANS OF FOREIGN WARS OF THE U.S,"20628 GOSPEL HILL RD, VENANGO PA 16440","PO BOX 140, VENANGO PA 16440-0140",JAMES D. BOWERS MEMORIAL POST #169 CANTEEN/HOME ASSOCIATION INC. VETERANS OF FOREIGN WARS OF THE U.S,HEATHER ENGLISH,Crawford County,Venango Twp,"Apr 17,2024","Jul 31,2025"
